texto,categoria
comunicado organizacional externo,Administrativo
solicitud relacionada con incapacidad médica laboral,Talento_Humano
documento asociado a certificado de estudios,Academico
documento asociado a memorando administrativo interno,Administrativo
proceso correspondiente a solicitud administrativa interna,Administrativo
externo proceso disciplinario,Juridico
reporte de nómina externo,Talento_Humano
proceso correspondiente a historial académico del estudiante,Academico
acta de reunión administrativa urgente,Administrativo
institucional matrícula académica ordinaria,Academico
proceso correspondiente a proceso disciplinario,Juridico
solicitud relacionada con afiliación de seguridad social,Talento_Humano
documento asociado a notificación judicial,Juridico
documento asociado a resolución jurídica,Juridico
solicitud relacionada con matrícula académica ordinaria,Academico
se requiere derecho de petición,Juridico
proceso disciplinario institucional,Juridico
externo cancelación de semestre académico,Academico
solicitud relacionada con matrícula académica ordinaria,Academico
documento asociado a acuerdo jurídico,Juridico
se requiere acuerdo jurídico,Juridico
se requiere notificación judicial,Juridico
proceso correspondiente a solicitud administrativa interna,Administrativo
orden de pago administrativa confidencial,Financiero
se requiere certificado de estudios,Academico
general reporte de notas semestrales,Academico
comunicado organizacional general,Administrativo
institucional memorando administrativo interno,Administrativo
proceso correspondiente a factura de pago institucional,Financiero
proceso correspondiente a reporte contable mensual,Financiero
se requiere control de cartera vencida,Financiero
documento asociado a solicitud de vacaciones,Talento_Humano
solicitud relacionada con proceso disciplinario,Juridico
documento asociado a proceso de selección,Talento_Humano
prioritario resolución jurídica,Juridico
solicitud relacionada con circular administrativa general,Administrativo
solicitud relacionada con reporte contable mensual,Financiero
documento asociado a documento legal contractual,Juridico
proceso correspondiente a reporte de nómina,Talento_Humano
notificación judicial oficial,Juridico
externo matrícula académica ordinaria,Academico
solicitud relacionada con acta de comité institucional,Administrativo
solicitud relacionada con contrato laboral,Talento_Humano
contrato laboral externo,Talento_Humano
proceso correspondiente a evaluación de desempeño,Talento_Humano
se requiere balance general financiero,Financiero
documento asociado a proceso de selección,Talento_Humano
proceso correspondiente a reporte de notas semestrales,Academico
proceso correspondiente a comprobante de egreso,Financiero
se requiere acción de tutela,Juridico
notificación judicial institucional,Juridico
solicitud relacionada con acta de comité institucional,Administrativo
solicitud de permisos laborales general,Talento_Humano
proceso correspondiente a solicitud de certificado académico,Academico
solicitud relacionada con concepto jurídico institucional,Juridico
oficial incapacidad médica laboral,Talento_Humano
se requiere comunicado organizacional,Administrativo
oficial factura de pago institucional,Financiero
confidencial informe de tesorería,Financiero
confidencial solicitud administrativa interna,Administrativo
solicitud relacionada con cancelación de semestre académico,Academico
documento asociado a plan operativo institucional,Administrativo
documento asociado a reporte de gestión administrativa,Administrativo
externo evaluación de desempeño,Talento_Humano
proceso correspondiente a incapacidad médica laboral,Talento_Humano
se requiere balance general financiero,Financiero
urgente solicitud de paz y salvo,Academico
documento asociado a contrato laboral,Talento_Humano
se requiere acción de tutela,Juridico
confidencial informe de tesorería,Financiero
documento asociado a incapacidad médica laboral,Talento_Humano
demanda administrativa prioritario,Juridico
reporte de notas semestrales confidencial,Academico
reporte de ingresos económicos oficial,Financiero
confidencial acta de reunión administrativa,Administrativo
se requiere certificación laboral,Talento_Humano
concepto jurídico institucional prioritario,Juridico
documento asociado a acuerdo jurídico,Juridico
proceso correspondiente a control de cartera vencida,Financiero
solicitud relacionada con estado financiero trimestral,Financiero
institucional reporte contable mensual,Financiero
proceso correspondiente a cancelación de semestre académico,Academico
se requiere reporte de nómina,Talento_Humano
solicitud relacionada con solicitud de certificado académico,Academico
registro documental interno general,Administrativo
se requiere reporte de nómina,Talento_Humano
documento asociado a solicitud de vacaciones,Talento_Humano
oficial memorando administrativo interno,Administrativo
externo memorando administrativo interno,Administrativo
proceso correspondiente a proceso disciplinario,Juridico
se requiere factura de pago institucional,Financiero
solicitud relacionada con acta de grado universitario,Academico
confidencial incapacidad médica laboral,Talento_Humano
solicitud relacionada con acta de reunión administrativa,Administrativo
documento asociado a incapacidad médica laboral,Talento_Humano
proceso correspondiente a comprobante de egreso,Financiero
proceso correspondiente a registro documental interno,Administrativo
documento asociado a control de cartera vencida,Financiero
documento asociado a estado financiero trimestral,Financiero
solicitud relacionada con evaluación de desempeño,Talento_Humano
se requiere certificación laboral,Talento_Humano
general reporte contable mensual,Financiero
control de inventario interno,Administrativo
solicitud relacionada con solicitud de paz y salvo,Academico
derecho de petición confidencial,Juridico
solicitud relacionada con estado financiero trimestral,Financiero
incapacidad médica laboral interno,Talento_Humano
proceso correspondiente a comunicado organizacional,Administrativo
proceso correspondiente a concepto jurídico institucional,Juridico
solicitud relacionada con historial académico del estudiante,Academico
se requiere solicitud de homologación de materias,Academico
se requiere comprobante de egreso,Financiero
externo certificado de estudios,Academico
proceso correspondiente a reporte contable mensual,Financiero
se requiere derecho de petición,Juridico
